SUPERS,CODIGO,TURMA,CR,DISCIPLINA,2,3,4,5,6,INICIO,FINAL,SALA,VAGAS,PROFESSORES1,H1,PROFESSORES2,H2,PROFESSORES3,H3,PROFESSORES4,H4,PROFESSORES5,H5,PROFESSORES6,H6,PROFESSORES7,H7,PROFESSORES8,H8,PROFESSORES9,H9,PROFESSORES10,H10,PERIODO
Isabel Moreira,DSG1948,1AA,2,CARTOGRAFIAS-CORPO NA CIDADE,FALSE,FALSE,FALSE,FALSE,TRUE,11,13,ART2,20 ART,PRISCILA ANDRADE SILVA,2,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Isabel Moreira,DSG1949,1AA,2,OBJETO ROUPA:INTERTEXTUALIDADE,FALSE,FALSE,FALSE,TRUE,FALSE,11,13,LABMET,15 ART/5QQC,MARIA ELOISA DE JESUS CONCEIÇÃO,2,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Isabel Moreira,DSG1950,1AA,4,MODA E IMAGEM: LING NARRATIVA,FALSE,FALSE,FALSE,FALSE,TRUE,7,11,F100,15 ART/5QQC,ISABEL MARTINS MOREIRA,2,HORISTA A CONTRATAR,2,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Felipe Rangel,DSG1951,1AA,4,DESIGN ESPECULATIVO: CENARIOS,FALSE,FALSE,FALSE,FALSE,TRUE,9,13,ART5,15 ART/5QQC,CARLO FRANZATO,4,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Izabel Oliveira,DSG1952,1AA,4,DESIGN E NARRATIVA,FALSE,FALSE,FALSE,TRUE,FALSE,7,11,L532,10 ART/10QQC,RIAN OLIVEIRA REZENDE,4,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
João Bonelli,DSG1953,1AA,2,CONECT INTERATIV ARTES DESIGN,FALSE,FALSE,TRUE,FALSE,FALSE,15,17,LIFE,10ART/8QQC,LUIZ TORRES LUDWIG,2,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Isabel Moreira,DSG1954,1AA,2,CORPO E TECNOLOGIA,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Izabel Oliveira,DSG1955,1AA,4,EXP ESPACIAL PERFORM/SINETE,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
João Bonelli,DSG1956,1AA,2,UX/INTERACAO HUMANO-TECNOLOGIA,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
João Bonelli,DSG1957,1AA,2,DESIGN E INTELIGEN ARTIFICIAL,FALSE,FALSE,FALSE,TRUE,FALSE,9,11,F100,10 ART/10QQC,MARCELO FERNANDES PEREIRA,2,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Izabel Oliveira,DSG1958,1AA,4,MULTIMOD MULTISSENSORIALIDADE,FALSE,TRUE,FALSE,TRUE,FALSE,9,11,K17,10 ART/10QQC,JULIETA COSTA SOBRAL,4,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Izabel Oliveira,DSG1959,1AA,2,DISF/DESCONST/DESCONTINUIDADE,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Izabel Oliveira,DSG1960,1AA,2,PERSPEC/CRITICA PROD CRIATIVA,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Izabel Oliveira,DSG1961,1AA,2,PROD. CULTURAL/ARTES E DESIGN,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Felipe Rangel,DSG1962,1AA,4,DESIGN ESTRATEGICO,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Felipe Rangel,DSG1963,1AA,2,DESIGN DE SERVICO,FALSE,FALSE,FALSE,TRUE,FALSE,13,15,L658,10ART/10QQC,MARIA MANUELA RUPP QUARESMA,2,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Felipe Rangel,DSG1964,1AA,2,GESTAO DO DESIGN DIGITAL,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Felipe Rangel,DSG1965,1AA,2,O NEXO DESIGN E INOVACAO,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
João Bonelli,DSG1966,1AA,3,REALIDADES DIGITAIS,FALSE,TRUE,FALSE,FALSE,FALSE,15,18,LIFE,10 ART/10QQC,HORISTA A CONTRATAR,3,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
João Bonelli,DSG1967,1AA,3,ED/POS-PROD IMAG EM MOVIMENTO,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
João Bonelli,DSG1968,1AA,3,COMPUTACAO PARA ANIMACAO,FALSE,FALSE,FALSE,FALSE,TRUE,13,16,F100,10 ART/10QQC,HELENA CAVALCANTI DE ALBUQUERQUE,3,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Daniel Malaguti,DSG1971,1AA,2,PRATICA ANTECIP SUST HUM SOC,FALSE,TRUE,FALSE,FALSE,FALSE,11,13,L532,10 ART/10QQC,DANIEL MALAGUTI CAMPOS,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Izabel Oliveira,DSG1972,1AA,2,LAB: LUDICO PROCESSO DESIGN,FALSE,FALSE,FALSE,TRUE,FALSE,9,11,ART4,10 ART/10QQC,LUIS VICENTE BARROS CARDOSO DE MELO,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Felipe Rangel,DSG1973,1AA,2,LAB:ESTRUT-SIST COLABORATIVO,FALSE,FALSE,FALSE,TRUE,FALSE,9,11,K08,10 ART/10QQC,MARIO AUGUSTO PINTO DE SOUZA SEIXAS,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Felipe Rangel,DSG1974,1AA,2,BIOMIMETICA,FALSE,FALSE,FALSE,TRUE,FALSE,11,13,ART5,10 ART/10QQC,JOAO VICTOR AZEVEDO DE MENEZES CORREIA DE MELO,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Claudia Kayat,DSG1975,1AA,2,LAB: INOVACAO EM PRODUTOS,FALSE,FALSE,TRUE,FALSE,FALSE,13,15,K08,10 ART/10QQC,CLAUDIO FREITAS DE MAGALHAES,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Claudia Kayat,DSG1976,1AA,2,PROTOTIPAGEM PRODUTO-INOVACAO,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Claudia Kayat,DSG1977,1AA,2,DESIGN DE EMBALAGEM,FALSE,TRUE,FALSE,FALSE,FALSE,11,13,K08,10 ART/10QQC,CLAUDIA HABIB KAYAT,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Claudia Kayat,DSG1978,1AA,2,MOBILIARIO,FALSE,FALSE,FALSE,TRUE,FALSE,11,13,K08,10 ART/10QQC,PROFESSOR EXTERNO,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Claudia Kayat,DSG1979,1AA,2,MOBILIARIO URBANO,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Claudia Kayat,DSG1980,1AA,2,CERAMICA,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Isabel Moreira,DSG1981,1AA,2,LAB:FORMA TRIDIMENSIONAL MODA,FALSE,TRUE,FALSE,FALSE,FALSE,11,13,LABMET,15 ART/5QQC,WALVYKER ALVES DE SOUZA,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Isabel Moreira,DSG1982,1AA,4,LABORATORIO DE ESTAMPARIA,FALSE,TRUE,FALSE,FALSE,FALSE,11,13,K17,15 ART/5QQC,ISABEL MARTINS MOREIRA,4,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Isabel Moreira,DSG1982,1AA,4,LABORATORIO DE ESTAMPARIA,FALSE,FALSE,FALSE,FALSE,TRUE,11,13,F100,,ISABEL MARTINS MOREIRA,4,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Isabel Moreira,DSG1983,1AA,2,LAB: ADORNO CONTEMPORANEO,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Isabel Moreira,DSG1984,1AA,2,MODA-CORPOREIDADE-TRANSGRESSAO,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Isabel Moreira,DSG1985,1AA,2,ACESSORIO MODA EXTENSAO CORPO,TRUE,FALSE,FALSE,FALSE,FALSE,13,15,LABMET,15 ART/5QQC,PRISCILA ANDRADE SILVA,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Isabel Moreira,DSG1986,1AA,4,CONSTRUCAO VESTUARIO AVANCADA,FALSE,TRUE,FALSE,FALSE,FALSE,7,11,LABMET,15 ART/5QQC,WALVYKER ALVES DE SOUZA,4,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Felipe Rangel,DSG1987,1AA,2,PROTOTIPAGEM-DESIGN DE SERVICO,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
João Bonelli,DSG1988,1AA,2,PROTOTIPAGEM-SIMULACAO DIGITAL,FALSE,FALSE,FALSE,TRUE,FALSE,13,15,K15,10ART/10QQC,LEONARDO CARDARELLI LEITE,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
João Bonelli,DSG1989,1AA,2,LUDICIDADE DIGITAL,FALSE,TRUE,FALSE,FALSE,FALSE,7,9,F100,10ART/10QQC,GUILHERME DE ALMEIDA XAVIER,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
João Bonelli,DSG1990,1AA,2,JOGOS DIGITAIS,FALSE,FALSE,FALSE,TRUE,FALSE,13,15,F100,10ART/10QQC,GUILHERME DE ALMEIDA XAVIER,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Felipe Rangel,DSG1991,1AA,2,VISUALIZACAO DE DADOS,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Izabel Oliveira,DSG1992,1AA,2,DESIGN E SOM,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Izabel Oliveira,DSG1993,1AA,2,DESIGN E LUZ,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Daniel Malaguti,DSG1994,1AA,,LAB: TECNOLOGIA ASSISTIVA,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Izabel Oliveira,DSG1995,1AA,2,REPRESENTACAO IMAGEM-INCLUSAO,TRUE,FALSE,FALSE,FALSE,FALSE,11,13,VIRTUAL,20 ART,CRISTINE NOGUEIRA NUNES,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE DESENHO DE ENFASE
Claudia Kayat,DSG1996,1AA,4,MODELAGEM VIRTUAL AVANCADA,FALSE,TRUE,FALSE,TRUE,FALSE,7,9,K15,10 ART/10 QQC,GUILHERME LORENZONI DE ALMEIDA,4,,,,,,,,,,,,,,,,,,,OPTATIVA DE DESENHO DE ENFASE
Isabel Moreira,DSG1997,1AA,2,FIGURINO E O CORPO NARRATIVO,FALSE,TRUE,FALSE,FALSE,FALSE,13,15,ART2,10 ART/10 QQC,SILVIA HELENA SOARES DA COSTA,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE DESENHO DE ENFASE
Izabel Oliveira,DSG1998,1AA,2,DESENHO DE MODELO VIVO,TRUE,FALSE,FALSE,FALSE,FALSE,15,17,L532,10 ART/10 QQC,LUCIANA GRETHER DE MELLO CARVALHO,2,,,,,,,,,,,,,,,,,,,OPTATIVA DE DESENHO DE ENFASE
João Bonelli,DSG1999,1AA,3,CRIACAO/TRATAMENTO DE IMAGEM,FALSE,FALSE,FALSE,TRUE,FALSE,15,18,K15,15 ART/5 QQC,LUIZ EDUARDO DUTRA COELHO DA ROCHA,3,,,,,,,,,,,,,,,,,,,OPTATIVA DE DESENHO DE ENFASE
João Bonelli,DSG1999,1AB,3,CRIACAO/TRATAMENTO DE IMAGEM (em Inglês),FALSE,TRUE,FALSE,FALSE,FALSE,16,19,K15,10 QQC/10 CCCI,LUIZ EDUARDO DUTRA COELHO DA ROCHA,3,,,,,,,,,,,,,,,,,,,OPTATIVA DE DESENHO DE ENFASE
Eliane Garcia,EMP1200,8AA,2,EMPREENDEDORISMO,FALSE,FALSE,FALSE,TRUE,FALSE,11,13,VIRTUAL,25 ART,Silvia Therezinha de Almeida Moraes ADM,,,,,,,,,,,,,,,,,,,,
Eliane Garcia,EMP1200,8AB,2,EMPREENDEDORISMO,FALSE,FALSE,TRUE,FALSE,FALSE,7,9,VIRTUAL,25 ART,GUILHERME AZEVEDO TOLEDO,,,,,,,,,,,,,,,,,,,,
Eliane Garcia,FIL1815,1AA,4,ESTÉtICA,TRUE,FALSE,TRUE,FALSE,FALSE,7,9,SALA,35 ART,Rafael Zacca,,,,,,,,,,,,,,,,,,,,
Eliane Garcia,FIL1815,1AB,4,ESTÉtICA,FALSE,FALSE,TRUE,FALSE,TRUE,7,9,SALA,35 ART,Gabriel Jucá,,,,,,,,,,,,,,,,,,,,
Eliane Garcia,FIS1130,3AA,2,FÍSICA ,FALSE,FALSE,FALSE,TRUE,FALSE,11,13,LABFisica,28 ART,PROFESSOR EXTERNO,,,,,,,,,,,,,,,,,,,,
Eliane Garcia,INF1030,3AA,3,CONCEITOS DE INFORMÁTICA,FALSE,FALSE,FALSE,TRUE,FALSE,8,11,VIRTUAL,20 ART,PROFESSOR EXTERNO,,,,,,,,,,,,,,,,,,,,
Eliane Garcia,JUR1809,2AA,2,DIREITO DO AUTOR,TRUE,FALSE,FALSE,FALSE,FALSE,9,11,VIRTUAL,35 ART,PROFESSOR EXTERNO,,,,,,,,,,,,,,,,,,,,
Eliane Garcia,LET1910,1AA,4,ANALISE PRODUÇÃO TEXTO ACADÊMICO,TRUE,FALSE,TRUE,FALSE,FALSE,13,15,SALA,18 CAL/10 ART,PROFESSOR EXTERNO,4,,,,,,,,,,,,,,,,,,,1o 
Eliane Garcia,LET1910,1AB,4,ANALISE PRODUÇÃO TEXTO ACADÊMICO,TRUE,FALSE,TRUE,FALSE,FALSE,15,17,SALA,27 CAL,PROFESSOR EXTERNO,4,,,,,,,,,,,,,,,,,,,1o 
Eliane Garcia,LET1910,1AC,4,ANALISE PRODUÇÃO TEXTO ACADÊMICO,TRUE,FALSE,TRUE,FALSE,FALSE,15,17,SALA,27 CAL,PROFESSOR EXTERNO,4,,,,,,,,,,,,,,,,,,,1o 
Eliane Garcia,LET1910,1AD,4,ANALISE PRODUÇÃO TEXTO ACADÊMICO,TRUE,FALSE,TRUE,FALSE,FALSE,17,19,ART3,27 CAL,PROFESSOR EXTERNO,4,,,,,,,,,,,,,,,,,,,1o 
Eliane Garcia,LET1910,1AE,4,ANALISE PRODUÇÃO TEXTO ACADÊMICO,TRUE,FALSE,TRUE,FALSE,FALSE,17,19,L658,27 CAL,PROFESSOR EXTERNO,4,,,,,,,,,,,,,,,,,,,1o 
